pi_loss/Min,EpExtrinsicReward/Median,forward_loss/Std,reward_total_std/Max,entropy/Max,art_num_classes/Max,gradNorm/Max,EpNonzeroExtrinsicRewards/Std,curiosity_loss/Median,inv_loss/Min,rand_dummy_logging/Max,curiosity_loss/Average,loss/Median,GameScore/Average,Length/Min,art_num_classes/Median,forward_loss/Min,Diagnostics/StepsPerSecond,rand_dummy_logging/Median,kohonen_dw/Max,EpExtrinsicReward/Average,perplexity/Std,Length/Median,kohonen_dw/Std,perplexity/Average,reward_total_std/Median,EpAveExtrinsicReward/Std,intrinsic_rewards/Median,entropy_loss/Std,intrinsic_rewards/Max,EpNonzeroExtrinsicRewards/Max,Diagnostics/CumTime (s),Diagnostics/UpdatesPerSecond,Diagnostics/NewCompletedTrajs,entropy/Std,entropy_loss/Min,gradNorm/Std,value_loss/Std,Length/Std,EpDiscountedExtrinsicReward/Std,advantage/Std,intrinsic_rewards/Min,pi_loss/Max,entropy_loss/Median,GameScore/Min,forward_loss/Max,kohonen_dw/Average,Length/Max,inv_loss/Median,Length/Average,EpNonzeroExtrinsicRewards/Average,reward_total_std/Min,kohonen_dw/Median,EpDiscountedExtrinsicReward/Median,valpred/Median,EpDiscountedExtrinsicReward/Average,GameScore/Median,value_loss/Max,entropy/Average,pi_loss/Average,valpred/Average,valpred/Std,entropy_loss/Max,EpAveExtrinsicReward/Average,loss/Std,Diagnostics/CumCompletedTrajs,EpAveExtrinsicReward/Max,Diagnostics/CumUpdates,Diagnostics/Iteration,pi_loss/Std,value_loss/Median,Diagnostics/ReplayRatio,intrinsic_rewards/Std,art_num_classes/Average,return_/Average,gradNorm/Average,Diagnostics/StepsInTrajWindow,EpAveExtrinsicReward/Min,advantage/Median,intrinsic_rewards/Average,loss/Max,EpExtrinsicReward/Std,art_num_classes/Min,GameScore/Std,return_/Max,valpred/Min,gradNorm/Min,value_loss/Min,pi_loss/Median,entropy_loss/Average,entropy/Median,gradNorm/Median,Diagnostics/CumReplayRatio,curiosity_loss/Min,kohonen_dw/Min,EpExtrinsicReward/Min,return_/Min,Diagnostics/CumSteps,advantage/Max,EpAveExtrinsicReward/Median,return_/Std,rand_dummy_logging/Std,forward_loss/Average,EpNonzeroExtrinsicRewards/Median,forward_loss/Median,curiosity_loss/Std,EpNonzeroExtrinsicRewards/Min,art_num_classes/Std,rand_dummy_logging/Min,GameScore/Max,reward_total_std/Average,perplexity/Max,advantage/Min,value_loss/Average,entropy/Min,EpExtrinsicReward/Max,rand_dummy_logging/Average,EpDiscountedExtrinsicReward/Min,reward_total_std/Std,inv_loss/Std,EpDiscountedExtrinsicReward/Max,advantage/Average,return_/Median,curiosity_loss/Max,perplexity/Min,valpred/Max,inv_loss/Max,perplexity/Median,loss/Average,loss/Min,inv_loss/Average
-0.62861985,0.0,0.0,nan,1.0976579,nan,20.794914,0.099498756,nan,0.0,nan,nan,-0.0010648336,2.0,967.0,nan,0.0,345.4595081080693,nan,nan,0.01,0.44262123,3015.5,nan,2.4030106,nan,2.829884e-05,0.060443033,0.00020708941,0.13102427,1.0,10239.782904624939,12.9547315540526,4,0.2070894,-0.001097658,4.0382524,0.49309215,1770.974,0.00013093207,0.22229148,0.033874206,1.0775136,-0.0009101025,0.0,0.0,nan,12225.0,0.0,3289.34,0.01,nan,nan,0.0,5.7860293,1.3159168e-05,0.0,2.393313,0.8569484,0.042192977,5.7166486,0.45885447,-0.00033527886,2.844141e-06,0.71782583,1072,0.0002844141,129750,43249,0.24480289,0.007417953,3.0,0.014965792,nan,5.68393,2.3542337,328934,0.0,0.005331346,0.06374474,3.4610147,0.099498756,nan,19.899748,6.4237876,3.6949756,0.025481626,0.00047190516,-0.0054199444,-0.00085694843,0.9101025,0.87432826,3.0,nan,nan,0.0,2.9795334,3460000,0.6282237,0.0,0.5493346,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.997141,-1.0270069,0.18195367,0.33527884,1.0,nan,0.0,nan,0.0,0.0013159168,-0.032719005,5.7960286,nan,1.39833,6.3096704,0.0,2.4845765,0.22328971,-0.28585368,0.0
-0.1606921,0.0,0.0,nan,0.41997567,nan,25.690273,0.099498756,nan,0.0,nan,nan,-0.0039521335,2.0,967.0,nan,0.0,344.1747637744652,nan,nan,0.01,0.10753108,3012.0,nan,1.2811756,nan,2.8298839e-05,0.058894806,8.240442e-05,0.11690619,1.0,10268.837911128998,12.906553641542445,5,0.082404405,-0.0004199757,4.2392364,0.52136415,1792.2849,0.00013093207,0.22843046,0.028896475,1.3637964,-0.00022854246,0.0,0.0,nan,12225.0,0.0,3218.51,0.01,nan,nan,0.0,5.4636865,1.3159168e-05,0.0,2.9608576,0.24433231,0.08658789,5.4584036,0.3937958,-0.00013304928,2.844141e-06,0.7672727,1077,0.0002844141,130125,43374,0.2535337,0.00744076,3.0,0.013231486,nan,5.383764,2.5264297,321851,0.0,0.0069702826,0.06047197,4.324462,0.099498756,nan,19.899748,6.280344,4.2255526,0.017790552,0.0004495082,-0.006390339,-0.00024433233,0.22854245,0.89602643,3.0,nan,nan,0.0,3.3408008,3470000,0.16069213,0.0,0.50657576,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,1.5220213,-1.082895,0.22540282,0.13304928,1.0,nan,0.0,nan,0.0,0.0013159168,-0.074641004,5.455809,nan,1.1423057,6.299287,0.0,1.256767,0.3117464,-0.13325486,0.0
-0.1214689,0.0,0.0,nan,0.3588053,nan,23.065004,0.099498756,nan,0.0,nan,nan,0.0028412375,2.0,967.0,nan,0.0,346.3368666684266,nan,nan,0.01,0.08916488,2906.5,nan,1.2214115,nan,2.8298839e-05,0.05598413,7.172338e-05,0.12053768,1.0,10297.711533784866,12.987632500065997,4,0.07172338,-0.00035880532,3.3731065,0.40876654,1838.0151,0.00013093207,0.17079361,0.02664206,1.2243099,-0.0001756706,0.0,0.0,nan,12225.0,0.0,3178.82,0.01,nan,nan,0.0,5.4056187,1.3159168e-05,0.0,2.4021056,0.19740018,0.052884348,5.3622437,0.29842436,-0.000109983164,2.844141e-06,0.59885114,1081,0.0002844141,130500,43499,0.19845255,0.0058608856,3.0,0.014010231,nan,5.3191686,1.7359418,317882,0.0,0.0014298668,0.059081674,3.6263025,0.099498756,nan,19.899748,5.740027,4.2153616,0.016746102,0.0006775475,-0.0014492141,-0.00019740021,0.1756706,0.71788144,3.0,nan,nan,0.0,3.6511242,3480000,0.12144294,0.0,0.4020342,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,1.4316181,-0.935109,0.14541878,0.10998316,1.0,nan,0.0,nan,0.0,0.0013159168,-0.04307598,5.418862,nan,1.1162587,5.7583594,0.0,1.1920457,0.19810571,-0.10950893,0.0
-0.254683,0.0,0.0,nan,0.76419455,nan,18.238546,0.099498756,nan,0.0,nan,nan,0.0035910897,2.0,967.0,nan,0.0,344.70887422534986,nan,nan,0.01,0.21221589,2660.0,nan,1.7460951,nan,2.8298839e-05,0.05895074,0.00012639778,0.121655345,1.0,10326.721520900726,12.92658278345062,4,0.12639777,-0.0007641946,3.0552046,0.3673086,1527.8173,0.00013093207,0.17596191,0.035763994,0.96805066,-0.0005860163,0.0,0.0,nan,8202.0,0.0,2990.85,0.01,nan,nan,0.0,5.6272883,1.3159168e-05,0.0,1.881632,0.5496047,0.031681057,5.558017,0.43751815,-0.00026403728,2.844141e-06,0.5433575,1085,0.0002844141,130875,43624,0.18934333,0.0043289103,3.0,0.013442005,nan,5.5323396,1.7567428,299085,0.0,0.0023677628,0.061067536,2.78477,0.099498756,nan,19.899748,6.386872,3.8558269,0.0276117,0.00065906567,-0.0024063934,-0.0005496047,0.58601624,0.8059489,3.0,nan,nan,0.0,3.98923,3490000,0.25423437,0.0,0.48907033,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.147263,-0.9680506,0.12204206,0.26403728,1.0,nan,0.0,nan,0.0,0.0013159168,-0.025677208,5.6264906,nan,1.3022316,6.370627,0.0,1.7968153,0.15317352,-0.20662022,0.0
-0.2181876,0.0,0.0,nan,0.7661007,nan,16.146236,0.099498756,nan,0.0,nan,nan,0.0027658301,2.0,967.0,nan,0.0,343.3706631402747,nan,nan,0.01,0.24823026,2768.0,nan,1.7342395,nan,2.8298839e-05,0.054740362,0.00014470196,0.11400292,1.0,10355.844568014145,12.8763998677603,1,0.14470194,-0.00076610077,2.3075302,0.24933493,1524.0034,0.00013093207,0.12884192,0.031443633,0.84329206,-0.000530215,0.0,0.0,nan,8202.0,0.0,3000.11,0.01,nan,nan,0.0,5.4725456,1.3159168e-05,0.0,1.5717881,0.54017925,0.020652138,5.3292785,0.37785536,-0.0002525816,2.844141e-06,0.37457064,1086,0.0002844141,131250,43749,0.13746728,0.004207283,3.0,0.011567355,nan,5.31193,1.1696613,300011,0.0,0.0013378884,0.056293227,2.4124837,0.099498756,nan,19.899748,5.829134,3.8130672,0.03978764,0.0005249147,-0.0012188663,-0.0005401793,0.53021497,0.60355467,3.0,nan,nan,0.0,3.8707855,3500000,0.20773485,0.0,0.39961624,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.1513605,-0.8267719,0.06503532,0.2525816,1.0,nan,0.0,nan,0.0,0.0013159168,-0.017348677,5.4505777,nan,1.2873445,5.8536305,0.0,1.6993023,0.08514728,-0.18192731,0.0
-0.11833228,0.0,0.0,nan,0.90519035,nan,15.754662,0.099498756,nan,0.0,nan,nan,-0.0032124114,2.0,967.0,nan,0.0,343.51848888242125,nan,nan,0.01,0.32224604,2841.5,nan,1.7963613,nan,2.8298839e-05,0.055954088,0.00018122801,0.09159937,1.0,10384.955082654953,12.881943333090797,3,0.181228,-0.0009051904,2.8358216,0.29919627,1548.2501,0.00013093207,0.15814921,0.041182775,0.835254,-0.0006174168,0.0,0.0,nan,8202.0,0.0,3065.21,0.01,nan,nan,0.0,5.4165316,1.3159168e-05,0.0,1.5236547,0.5694531,0.031624574,5.3892045,0.17700626,-0.00027585,2.844141e-06,0.4591692,1089,0.0002844141,131625,43874,0.16462678,0.0036051548,3.0,0.007038468,nan,5.359653,1.3235178,306521,0.0,0.007867983,0.055578887,2.3583574,0.099498756,nan,19.899748,5.7279387,4.4615073,0.019005511,0.0006142858,-0.008191767,-0.0005694532,0.6174168,0.5764922,3.0,nan,nan,0.0,4.164253,3510000,0.11822574,0.0,0.26265797,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.4724016,-0.835254,0.077453494,0.27585,1.0,nan,0.0,nan,0.0,0.0013159168,-0.02955121,5.401964,nan,1.31765,5.726261,0.0,1.8541317,0.10850861,-0.10278584,0.0
-0.17425355,0.0,0.0,nan,1.2531495,nan,16.220293,0.099498756,nan,0.0,nan,nan,0.0016610398,2.0,967.0,nan,0.0,345.2222246091366,nan,nan,0.01,0.68437433,2981.0,nan,2.4466043,nan,2.8298839e-05,0.054208804,0.00030732155,0.11233475,1.0,10413.921931505203,12.945833422842622,3,0.30732152,-0.0012531496,3.302134,0.3579172,1564.1304,0.00013093207,0.18166043,0.036772616,0.85671294,-0.0009788342,0.0,0.0,nan,8202.0,0.0,3122.48,0.01,nan,nan,0.0,5.301794,1.3159168e-05,0.0,1.4158446,0.8503128,0.047471084,5.3042655,0.22492917,-0.00033547214,2.844141e-06,0.545458,1092,0.0002844141,132000,43999,0.19297816,0.0043242266,3.0,0.009946941,nan,5.2612047,1.646124,312248,0.0,0.0013112936,0.055957794,2.2721925,0.099498756,nan,19.899748,5.71759,4.663369,0.04342464,0.00047825844,-0.0013650868,-0.0008503129,0.97883415,0.5655637,3.0,nan,nan,0.0,4.294657,3520000,0.17362635,0.0,0.3264484,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,3.5013523,-0.8567131,0.116434366,0.33547214,1.0,nan,0.0,nan,0.0,0.0013159168,-0.043061946,5.320798,nan,1.3986,5.679405,0.0,2.6613498,0.16305514,-0.14830759,0.0
-0.15505788,0.0,0.0,nan,1.2457741,nan,15.662215,0.099498756,nan,0.0,nan,nan,0.0018969497,2.0,967.0,nan,0.0,346.1515128064425,nan,nan,0.01,0.30632225,3012.0,nan,2.993461,nan,2.8298839e-05,0.055215787,0.00010923845,0.08947633,1.0,10442.81101512909,12.980681730241592,1,0.10923844,-0.0012457742,3.0041516,0.31269446,1560.7328,0.00013093207,0.16173464,0.035738386,0.80853194,-0.0010988816,0.0,0.0,nan,8202.0,0.0,3157.11,0.01,nan,nan,0.0,5.4770236,1.3159168e-05,0.0,1.5329336,1.0907242,0.035595875,5.444534,0.18702051,-0.00072823634,2.844141e-06,0.47825906,1093,0.0002844141,132375,44124,0.17009501,0.003621941,3.0,0.0072005517,nan,5.4112883,1.3909439,315711,0.0,0.000371781,0.055755228,2.3364182,0.099498756,nan,19.899748,5.7379003,4.679601,0.036617365,0.00062333577,-0.00043681372,-0.0010907243,1.0988815,0.57282066,3.0,nan,nan,0.0,4.248814,3530000,0.15428333,0.0,0.2809069,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,3.4756255,-0.80853283,0.08055281,0.7282363,1.0,nan,0.0,nan,0.0,0.0013159168,-0.033246405,5.4831057,nan,2.0714242,5.761405,0.0,3.0008063,0.115057945,-0.14360346,0.0
-0.15921666,0.0,0.0,nan,1.209602,nan,14.787795,0.099498756,nan,0.0,nan,nan,-0.00031587045,2.0,967.0,nan,0.0,344.6821045500205,nan,nan,0.01,0.2606379,3111.0,nan,2.790125,nan,2.8298839e-05,0.054049887,9.5099764e-05,0.10596172,1.0,10471.823255300522,12.92557892062577,3,0.09509976,-0.0012096021,2.7840204,0.299591,1593.7228,0.00013093207,0.15323006,0.042111453,0.77093554,-0.0010246247,0.0,0.0,nan,8202.0,0.0,3228.87,0.01,nan,nan,0.0,5.2441196,1.3159168e-05,0.0,1.4865285,1.0216143,0.03233644,5.287981,0.28549504,-0.00080472796,2.844141e-06,0.45652047,1096,0.0002844141,132750,44249,0.1633428,0.004386128,3.0,0.010119437,nan,5.25967,1.3734362,322887,0.0,0.003648248,0.055871964,2.2564647,0.099498756,nan,19.899748,5.8964276,4.1886897,0.033988025,0.00042125414,-0.0036668233,-0.0010216144,1.0246246,0.57917297,3.0,nan,nan,0.0,4.038068,3540000,0.15732644,0.0,0.34826663,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,3.3521485,-0.7309507,0.087353356,0.8047279,1.0,nan,0.0,nan,0.0,0.0013159168,-0.028311325,5.259183,nan,2.2360868,5.889777,0.0,2.786046,0.11866818,-0.1405533,0.0
-0.14293799,0.0,0.0,nan,0.9580067,nan,14.5262785,0.099498756,nan,0.0,nan,nan,0.00013602572,2.0,967.0,nan,0.0,343.3867205310833,nan,nan,0.01,0.17719525,3111.0,nan,2.3252578,nan,2.8298839e-05,0.055283196,7.636843e-05,0.08594473,1.0,10500.944940567017,12.877002019915626,1,0.07636842,-0.0009580067,2.6108985,0.2870345,1597.4772,0.00013093207,0.1429398,0.039834622,0.7710499,-0.0008305291,0.0,0.0,nan,8202.0,0.0,3235.11,0.01,nan,nan,0.0,5.4854712,1.3159168e-05,0.0,1.4988513,0.8409126,0.024254827,5.451277,0.19473824,-0.00071217713,2.844141e-06,0.43387666,1097,0.0002844141,133125,44374,0.15220611,0.0027890652,3.0,0.00689812,nan,5.4293747,1.2014433,323511,0.0,0.00069246284,0.05643854,2.2691123,0.099498756,nan,19.899748,5.8332653,4.779461,0.018622508,0.0007281093,-0.00070745643,-0.0008409125,0.83052903,0.46892878,3.0,nan,nan,0.0,4.318504,3550000,0.14183736,0.0,0.2684193,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.6064944,-0.7572648,0.068801,0.7121771,1.0,nan,0.0,nan,0.0,0.0013159168,-0.021902481,5.495556,nan,2.0384238,5.8229275,0.0,2.294531,0.09221493,-0.12798561,0.0
-0.122327186,0.0,0.0,nan,0.9319843,nan,16.274265,0.099498756,nan,0.0,nan,nan,-0.001738872,2.0,967.0,nan,0.0,341.1627186573329,nan,nan,0.01,0.29469642,3111.0,nan,1.9679463,nan,2.8298839e-05,0.05416925,0.0001502082,0.08360886,1.0,10530.25646686554,12.793601949649984,3,0.15020819,-0.00093198434,3.566579,0.36697385,1606.7378,0.00013093207,0.1938817,0.038572162,0.8644187,-0.00064498896,0.0,0.0,nan,8202.0,0.0,3253.71,0.01,nan,nan,0.0,5.2851167,1.3159168e-05,0.0,1.6323612,0.66573524,0.05112368,5.18478,0.30454043,-0.00039739034,2.844141e-06,0.56773925,1100,0.0002844141,133500,44499,0.20388821,0.0036851433,3.0,0.007132478,nan,5.1371584,1.6802713,325371,0.0,0.0030769024,0.054068096,2.496297,0.099498756,nan,19.899748,5.6413345,4.4475927,0.020129332,0.0005047337,-0.0030986872,-0.00066573534,0.64498895,0.5507668,3.0,nan,nan,0.0,3.878688,3560000,0.12232725,0.0,0.37680575,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.5395448,-0.8360284,0.11778685,0.3973903,1.0,nan,0.0,nan,0.0,0.0013159168,-0.047622334,5.255845,nan,1.4879367,5.689786,0.0,1.9059651,0.16824476,-0.105253674,0.0
-0.13810216,0.0,0.0,nan,1.1195668,nan,15.968587,0.099498756,nan,0.0,nan,nan,0.010216065,2.0,967.0,nan,0.0,343.1191837987494,nan,nan,0.01,0.47974432,3111.0,nan,1.8692049,nan,2.8298839e-05,0.05196194,0.00024369579,0.099015445,1.0,10559.40085887909,12.866969392453104,0,0.24369578,-0.0011195668,2.6983383,0.2556163,1606.7378,0.00013093207,0.15198514,0.03432604,0.8408924,-0.0005057949,0.0,0.0,nan,8202.0,0.0,3253.71,0.01,nan,nan,0.0,5.271474,1.3159168e-05,0.0,1.5121483,0.59481245,0.034002718,5.2285047,0.31507194,-0.0002863328,2.844141e-06,0.40522033,1100,0.0002844141,133875,44624,0.15530461,0.0031953915,3.0,0.0076962058,nan,5.1956434,1.1942251,325371,0.0,-0.008026252,0.052464243,2.316744,0.099498756,nan,19.899748,5.687254,4.5485883,0.028573025,0.00037542684,0.008022658,-0.0005948125,0.5057949,0.50997704,3.0,nan,nan,0.0,3.9190845,3570000,0.13810214,0.0,0.37133777,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,3.0635254,-0.8267865,0.06150846,0.2863328,1.0,nan,0.0,nan,0.0,0.0013159168,-0.03286068,5.2768755,nan,1.3315355,5.7016335,0.0,1.6583033,0.09491636,-0.12058227,0.0
-0.23132844,0.0,0.0,nan,1.2420723,nan,23.099611,0.099498756,nan,0.0,nan,nan,-0.002152105,2.0,967.0,nan,0.0,344.3511954881342,nan,nan,0.01,0.42302403,3197.5,nan,2.6129348,nan,2.8298839e-05,0.05439633,0.0001606716,0.12843083,1.0,10588.440978765488,12.913169830805034,4,0.16067159,-0.0012420724,2.6615999,0.32216555,1546.1074,0.00013093207,0.13398808,0.038196236,1.2199858,-0.0009535243,0.0,0.0,nan,8185.0,0.0,3267.69,0.01,nan,nan,0.0,5.2073603,1.3159168e-05,0.0,2.659507,0.9475114,0.015901217,5.287688,0.4156627,-0.0006848921,2.844141e-06,0.46797854,1104,0.0002844141,134250,44749,0.15615918,0.0035337019,3.0,0.013085304,nan,5.2767134,1.2924476,326769,0.0,0.009288532,0.057318524,3.876857,0.099498756,nan,19.899748,5.911726,3.996437,0.03699988,0.00045604157,-0.008181653,-0.0009475115,0.9535243,0.6033141,3.0,nan,nan,0.0,3.646587,3580000,0.22941032,0.0,0.4625439,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,3.4627807,-0.92289984,0.07990146,0.68489206,1.0,nan,0.0,nan,0.0,0.0013159168,-0.010975132,5.217828,nan,1.9835571,5.9661775,0.0,2.5948386,0.09485517,-0.19248287,0.0
-0.20216809,0.0,0.0,nan,1.3000207,nan,14.617138,0.099498756,nan,0.0,nan,nan,0.006805813,2.0,1184.0,nan,0.0,343.62680174093595,nan,nan,0.01,0.37303102,3203.0,nan,2.9078994,nan,2.8298839e-05,0.053051986,0.00013412265,0.12062917,1.0,10617.54231762886,12.886005065285097,2,0.13412264,-0.0013000207,2.7832046,0.29783,1514.5693,0.00013093207,0.15875503,0.03582256,0.76704293,-0.0010994214,0.0,0.0,nan,8185.0,0.0,3310.26,0.01,nan,nan,0.0,5.185823,1.3159168e-05,0.0,1.3396871,1.0587033,0.031432837,5.232466,0.37716022,-0.00078867393,2.844141e-06,0.45100197,1106,0.0002844141,134625,44874,0.16596921,0.004540898,3.0,0.013841289,nan,5.2046075,1.528629,331026,0.0,-0.0028044279,0.056276582,2.0652735,0.099498756,nan,19.899748,5.8084974,3.7146888,0.03894818,0.000510613,0.00358816,-0.0010587033,1.0994214,0.66972315,3.0,nan,nan,0.0,3.9087873,3590000,0.19410034,0.0,0.41908893,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,3.6693745,-0.7588238,0.09596798,0.7886739,1.0,nan,0.0,nan,0.0,0.0013159168,-0.027857855,5.200066,nan,2.2004755,5.8134065,0.0,3.0024295,0.1263421,-0.16844304,0.0
-0.17804259,0.0,0.0,nan,1.0075682,nan,16.802343,0.099498756,nan,0.0,nan,nan,0.0062404857,2.0,1184.0,nan,0.0,344.0385604986921,nan,nan,0.01,0.26084796,3241.0,nan,1.5496771,nan,2.8298837e-05,0.056724317,0.00014574222,0.10773621,1.0,10646.608826875687,12.901446018700955,2,0.14574222,-0.0010075683,2.0294266,0.22595274,1532.1862,0.00013093207,0.11526849,0.041740227,0.8932606,-0.00036863174,0.0,0.0,nan,8185.0,0.0,3366.88,0.01,nan,nan,0.0,5.5982633,1.3159168e-05,0.0,1.6756411,0.4264042,0.013647863,5.5497756,0.24689323,-0.00029341274,2.844141e-06,0.3393443,1108,0.0002844141,135000,44999,0.122804314,0.003130279,3.0,0.009201395,nan,5.538361,0.9823789,336688,0.0,-0.0015250791,0.057600204,2.5678794,0.099498756,nan,19.899748,5.862588,4.118086,0.016318424,0.0005655999,0.0015249324,-0.00042640415,0.36863172,0.5051442,3.0,nan,nan,0.0,4.187198,3600000,0.17612353,0.0,0.27986678,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,2.738933,-0.87734234,0.04764153,0.29341272,1.0,nan,0.0,nan,0.0,0.0013159168,-0.011414287,5.5934,nan,1.3409959,5.869693,0.0,1.4457551,0.060862996,-0.15936005,0.0
-0.16288194,0.0,0.0,nan,1.6406324,nan,29.27217,0.099498756,nan,0.0,nan,nan,-0.0010466245,2.0,1184.0,nan,0.0,345.3317682282067,nan,nan,0.01,1.0237694,3227.0,nan,3.4925466,nan,2.8298837e-05,0.055422712,0.00032436845,0.12044327,1.0,10675.566487073898,12.949941308557753,4,0.32436845,-0.0016406325,4.4758215,0.50949186,1453.2207,0.00013093207,0.22834712,0.030021477,1.5399933,-0.0012894424,0.0,0.0,nan,7238.0,0.0,3322.43,0.01,nan,nan,0.0,5.343961,1.3159168e-05,0.0,2.8446805,1.201629,0.07053152,5.240195,0.32360354,-0.00055033615,2.844141e-06,0.75712097,1112,0.0002844141,135375,45124,0.25584045,0.0050249663,3.0,0.0139758745,nan,5.1801023,2.3147287,332243,0.0,0.0044720843,0.05757145,4.383334,0.099498756,nan,19.899748,5.804239,3.819109,0.07596692,0.0007881603,-0.0044720243,-0.001201629,1.2894423,0.76708746,3.0,nan,nan,0.0,3.2296462,3610000,0.1624227,0.0,0.4621283,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,5.1584287,-1.4266276,0.18102665,0.5503361,1.0,nan,0.0,nan,0.0,0.0013159168,-0.060091507,5.3645086,nan,1.7338364,5.6887875,0.0,3.6307602,0.25035655,-0.14254388,0.0
-0.17111695,0.0,0.0,nan,1.6750196,nan,13.614283,0.099498756,nan,0.0,nan,nan,0.005245603,2.0,1184.0,nan,0.0,344.8222962872335,nan,nan,0.01,0.5561666,3218.0,nan,4.402338,nan,2.8298837e-05,0.05691762,0.00013297312,0.102686904,1.0,10704.566931962967,12.930836110771256,1,0.1329731,-0.0016750197,2.0508523,0.25444475,1467.521,0.00013093207,0.11327965,0.042221755,0.7128402,-0.0014919029,0.0,0.0,nan,7238.0,0.0,3302.86,0.01,nan,nan,0.0,5.5906725,1.3159168e-05,0.0,1.3110137,1.4736035,0.015382032,5.5556397,0.26352265,-0.0011742534,2.844141e-06,0.37084994,1113,0.0002844141,135750,45249,0.12549634,0.0031859677,3.0,0.009070945,nan,5.5436945,1.1795366,330286,0.0,-0.0011260767,0.05835032,2.0180457,0.099498756,nan,19.899748,6.0303187,4.471299,0.04309507,0.00046687323,0.0011350524,-0.0014736035,1.4919028,0.6279616,3.0,nan,nan,0.0,4.2106233,3620000,0.1711168,0.0,0.31674054,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,5.3389006,-0.70831555,0.06183688,1.1742533,1.0,nan,0.0,nan,0.0,0.0013159168,-0.011945901,5.575042,nan,3.2357235,6.019493,0.0,4.445546,0.0757453,-0.14196084,0.0
-0.14655192,0.0,0.0,nan,1.5551827,nan,15.872631,0.099498756,nan,0.0,nan,nan,-0.004191734,2.0,1184.0,nan,0.0,343.93570741323873,nan,nan,0.01,0.6004079,3218.0,nan,3.791452,nan,2.8298837e-05,0.05481094,0.00016913087,0.11619749,1.0,10733.64213347435,12.897589027996453,3,0.16913085,-0.0015551827,3.103173,0.33420375,1461.92,0.00013093207,0.16903377,0.03793063,0.82713383,-0.0013578042,0.0,0.0,nan,7238.0,0.0,3293.31,0.01,nan,nan,0.0,5.332129,1.3159168e-05,0.0,1.5247386,1.319076,0.039224837,5.320579,0.23283324,-0.00093884463,2.844141e-06,0.504637,1116,0.0002844141,136125,45374,0.17842567,0.0042014522,3.0,0.010279281,nan,5.2848682,1.5488187,329331,0.0,0.006529047,0.055937815,2.2588346,0.099498756,nan,19.899748,5.789227,4.0372376,0.029620845,0.00049951416,-0.006577027,-0.0013190759,1.3578041,0.5504611,3.0,nan,nan,0.0,4.1886277,3630000,0.15139253,0.0,0.31197548,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,4.736023,-0.8271343,0.101778604,0.93884456,1.0,nan,0.0,nan,0.0,0.0013159168,-0.035712186,5.3386164,nan,2.5570254,5.745574,0.0,3.887645,0.13968435,-0.10182427,0.0
-0.18312266,0.0,0.0,nan,1.4022146,nan,15.309571,0.099498756,nan,0.0,nan,nan,0.0034293958,2.0,1184.0,nan,0.0,345.383594010837,nan,nan,0.01,0.23668809,3244.0,nan,3.670304,nan,2.8298837e-05,0.055699103,6.5797016e-05,0.089008346,1.0,10762.595448493958,12.951884775406386,1,0.065797016,-0.0014022148,2.5420942,0.2672056,1472.125,0.00013093207,0.14319795,0.039108165,0.80647993,-0.0013036184,0.0,0.0,nan,7238.0,0.0,3328.06,0.01,nan,nan,0.0,5.5676365,1.3159168e-05,0.0,1.5400709,1.2981348,0.024816848,5.5135064,0.26203445,-0.0011478559,2.844141e-06,0.40958804,1117,0.0002844141,136500,45499,0.14889313,0.003468591,3.0,0.007376756,nan,5.490092,1.1656564,332806,0.0,-0.00035339702,0.0559749,2.3161447,0.099498756,nan,19.899748,6.023074,4.9827347,0.04389873,0.0005331194,0.00031937388,-0.0012981348,1.3036183,0.51042056,3.0,nan,nan,0.0,4.366252,3640000,0.18030076,0.0,0.31799048,nan,0.0,0.0,0.0,nan,0.0,nan,nan,200.0,nan,4.064188,-0.80648005,0.0591835,1.1478559,1.0,nan,0.0,nan,0.0,0.0013159168,-0.023413867,5.5672007,nan,3.151427,6.0342126,0.0,3.6825955,0.08270222,-0.17036894,0.0
