Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Length/Average,Length/Std,Length/Median,Length/Min,Length/Max,EpExtrinsicReward/Average,EpExtrinsicReward/Std,EpExtrinsicReward/Median,EpExtrinsicReward/Min,EpExtrinsicReward/Max,EpNonzeroExtrinsicRewards/Average,EpNonzeroExtrinsicRewards/Std,EpNonzeroExtrinsicRewards/Median,EpNonzeroExtrinsicRewards/Min,EpNonzeroExtrinsicRewards/Max,EpDiscountedExtrinsicReward/Average,EpDiscountedExtrinsicReward/Std,EpDiscountedExtrinsicReward/Median,EpDiscountedExtrinsicReward/Min,EpDiscountedExtrinsicReward/Max,EpAveExtrinsicReward/Average,EpAveExtrinsicReward/Std,EpAveExtrinsicReward/Median,EpAveExtrinsicReward/Min,EpAveExtrinsicReward/Max,GameScore/Average,GameScore/Std,GameScore/Median,GameScore/Min,GameScore/Max,return_/Average,return_/Std,return_/Median,return_/Min,return_/Max,intrinsic_rewards/Average,intrinsic_rewards/Std,intrinsic_rewards/Median,intrinsic_rewards/Min,intrinsic_rewards/Max,valpred/Average,valpred/Std,valpred/Median,valpred/Min,valpred/Max,advantage/Average,advantage/Std,advantage/Median,advantage/Min,advantage/Max,loss/Average,loss/Std,loss/Median,loss/Min,loss/Max,pi_loss/Average,pi_loss/Std,pi_loss/Median,pi_loss/Min,pi_loss/Max,value_loss/Average,value_loss/Std,value_loss/Median,value_loss/Min,value_loss/Max,entropy_loss/Average,entropy_loss/Std,entropy_loss/Median,entropy_loss/Min,entropy_loss/Max,inv_loss/Average,inv_loss/Std,inv_loss/Median,inv_loss/Min,inv_loss/Max,forward_loss/Average,forward_loss/Std,forward_loss/Median,forward_loss/Min,forward_loss/Max,reward_total_std/Average,reward_total_std/Std,reward_total_std/Median,reward_total_std/Min,reward_total_std/Max,curiosity_loss/Average,curiosity_loss/Std,curiosity_loss/Median,curiosity_loss/Min,curiosity_loss/Max,gradNorm/Average,gradNorm/Std,gradNorm/Median,gradNorm/Min,gradNorm/Max,entropy/Average,entropy/Std,entropy/Median,entropy/Min,entropy/Max,perplexity/Average,perplexity/Std,perplexity/Median,perplexity/Min,perplexity/Max,rand_dummy_logging/Average,rand_dummy_logging/Std,rand_dummy_logging/Median,rand_dummy_logging/Min,rand_dummy_logging/Max,art_num_classes/Average,art_num_classes/Std,art_num_classes/Median,art_num_classes/Min,art_num_classes/Max,kohonen_dw/Average,kohonen_dw/Std,kohonen_dw/Median,kohonen_dw/Min,kohonen_dw/Max
4,286283,5249,2628.702715396881,420000,153,15750,100.24273091042687,3.759102409141008,3.0,3.0,2862.83,1931.1188,2347.0,689.0,10058.0,0.06,0.34117445,0.0,0.0,2.0,0.06,0.34117445,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.4477154e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,3.7649019,0.3949138,3.8819802,2.646717,4.3321333,0.04441213,0.01006744,0.0430655,0.030370098,0.08537328,3.7645907,0.36363685,3.8527966,2.78624,4.343632,0.00031113112,0.13660872,0.006046378,-0.44294253,0.29347655,0.07748085,0.3023542,-0.0049263034,-0.16090192,1.3032439,0.0026363202,0.14510854,-0.0060285963,-0.36711538,0.47274876,0.07648983,0.17959356,0.006543125,0.00016150597,0.83213776,-0.0016452905,0.0001733469,-0.0016404039,-0.0020387857,-0.0013192587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2458012,1.5434698,0.6012528,0.030997949,11.507323,1.6452904,0.1733469,1.6404037,1.3192587,2.0387857,5.2649994,0.95147777,5.157322,3.7407067,7.6818714,nan,nan,nan,nan,nan,288.072,1.5655082,288.0,286.0,291.0,nan,nan,nan,nan,nan
2,291824,5374,2727.6299917697906,430000,155,16125,101.08435576761134,3.790663341285425,3.0,3.0,2918.24,1974.4371,2352.5,689.0,10058.0,0.06,0.34117445,0.0,0.0,2.0,0.06,0.34117445,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,3.8998275,0.32348034,3.9372287,2.983688,4.4776545,0.042750124,0.009116355,0.041732103,0.029650291,0.07061485,3.9122107,0.2828783,3.9118648,2.9059072,4.490617,-0.012383186,0.13008663,-0.008398535,-0.47586402,0.2206521,0.076381095,0.30010396,0.0109755155,-0.19386189,1.2919532,0.01510907,0.13812026,0.008362917,-0.2206521,0.53278893,0.06311249,0.17771733,0.0039020958,0.00021178278,0.81642324,-0.0018404758,0.00013878894,-0.0018568814,-0.0020301861,-0.0014879334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0664351,1.5054946,0.522091,0.036322303,7.176206,1.8404756,0.13878894,1.8568814,1.4879334,2.030186,6.3592057,0.83213544,6.4038095,4.4279785,7.615512,nan,nan,nan,nan,nan,293.32,1.5778466,293.0,291.0,296.0,nan,nan,nan,nan,nan
4,303784,5499,2824.8432233333588,440000,159,16500,102.86665548671695,3.857499580751886,3.0,3.0,3037.84,2025.0592,2399.5,689.0,10058.0,0.06,0.34117445,0.0,0.0,2.0,0.06,0.34117445,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,3.6546373,0.32341716,3.6843123,2.6044843,4.1839824,0.04020758,0.010282829,0.037254684,0.027617093,0.09400728,3.659656,0.3167486,3.683696,2.7959008,4.2008657,-0.005018402,0.11818817,-0.017964397,-0.4418513,0.34418043,0.055198334,0.23654695,0.018558022,-0.20965843,1.1766564,0.0053156023,0.1241248,0.017964393,-0.43342417,0.45542106,0.05183433,0.14633964,0.002775026,0.00012556175,0.73245823,-0.0019516007,0.00014840621,-0.0019263853,-0.002320895,-0.0017189673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0078026,1.5206496,0.45890528,0.03839144,13.795334,1.9516006,0.1484062,1.9263853,1.7189672,2.320895,7.120443,1.1023719,6.866248,5.578774,10.184786,nan,nan,nan,nan,nan,297.744,1.3078471,298.0,296.0,300.0,nan,nan,nan,nan,nan
6,304721,5624,2931.568876504898,450000,165,16875,93.69818504579287,3.5136819392172325,3.0,3.0,3047.21,2021.3475,2426.0,689.0,10058.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.4477154e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,3.9474936,0.34157982,3.9960735,3.0662177,4.8733087,0.045393836,0.01220587,0.041572966,0.02985025,0.09243502,3.9647958,0.31203026,3.981187,2.9402902,4.5565133,-0.017302144,0.15162846,-0.009270577,-0.5743327,0.31679738,0.11407655,0.34271953,0.02169436,-0.1594737,1.5073401,0.019776665,0.16231593,0.009268947,-0.3743349,0.59053475,0.09658613,0.21542738,0.0040768497,7.096114e-05,0.91915876,-0.0022862516,3.5875946e-05,-0.0022821613,-0.002357345,-0.0022255285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3053008,1.8043092,0.576756,0.01943637,10.279937,2.2862515,0.03587594,2.2821612,2.2255285,2.3573449,9.844704,0.3545369,9.79875,9.25888,10.563325,nan,nan,nan,nan,nan,303.272,1.8038892,303.0,300.0,307.0,nan,nan,nan,nan,nan
3,294712,5749,3041.957170009613,460000,168,17250,90.5893159728289,3.397099348981084,3.0,3.0,2947.12,1995.3613,2352.5,689.0,10058.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.020212,0.3506924,4.105051,2.3195434,4.5121384,0.046592467,0.011498244,0.0458137,0.029777009,0.07902086,4.0359344,0.275967,4.081188,2.8002133,4.4618545,-0.015722053,0.17010345,-0.005157661,-0.56572944,0.26778308,0.12694944,0.41625506,0.007695335,-0.18699712,2.2750819,0.022127539,0.18774725,0.0051298486,-0.2714978,0.72682875,0.107086204,0.2500043,0.0063470937,8.269537e-05,1.5506028,-0.002264302,0.00010246375,-0.0022317576,-0.002425231,-0.0020941214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5785843,2.104941,0.68303066,0.014748527,16.08886,2.2643018,0.10246375,2.2317574,2.0941212,2.425231,9.676584,0.99667156,9.31744,8.118399,11.305531,nan,nan,nan,nan,nan,309.576,1.735576,309.0,307.0,313.0,nan,nan,nan,nan,nan
4,293781,5874,3154.7796154022217,470000,172,17625,88.63484535547154,3.323806700830183,3.0,3.0,2937.81,2006.1583,2347.0,689.0,10058.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.4034047,0.41882855,4.361932,3.3695493,5.0924215,0.048900906,0.011197523,0.045834325,0.029929549,0.07643307,4.4221635,0.36949167,4.354835,3.355236,5.096498,-0.01875866,0.18014342,-0.004825941,-0.7392884,0.3626637,0.14252761,0.46836105,0.017674085,-0.18315339,2.8319383,0.021391539,0.18973671,0.0074356636,-0.3662876,0.82469666,0.12356341,0.3040202,0.010230944,0.00032482596,2.009673,-0.0024273484,8.233532e-05,-0.002445998,-0.0025670652,-0.0022699973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.7352148,2.869184,0.77218544,0.053073045,35.065998,2.4273484,0.08233531,2.4459977,2.2699971,2.567065,11.369247,0.9190712,11.5429125,9.679789,13.02755,nan,nan,nan,nan,nan,316.488,1.9702426,316.0,313.0,320.0,nan,nan,nan,nan,nan
2,294414,5999,3268.6417324543,480000,174,18000,87.8255231757741,3.2934571190915283,3.0,3.0,2944.14,2002.5726,2347.0,689.0,10058.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.46683,0.42715856,4.4262056,3.2799363,5.2186804,0.04754359,0.011389467,0.04579742,0.031478174,0.09159953,4.497414,0.3562144,4.460063,3.5326984,5.1768327,-0.030584795,0.21539478,-0.023103673,-1.5332228,0.29407394,0.1477458,0.5775797,0.025480015,-0.1540947,4.8467307,0.034890972,0.23083815,0.023100248,-0.29634365,1.6612281,0.115034334,0.36729568,0.0072340174,0.00029762863,3.187958,-0.0021795002,0.00019753321,-0.0021367942,-0.0024720957,-0.0018795148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.635796,2.9331508,0.74917364,0.074883044,22.71144,2.1795003,0.1975332,2.136794,1.8795147,2.4720955,9.020351,1.7877719,8.472232,6.5503273,11.847578,nan,nan,nan,nan,nan,323.544,2.0376616,323.0,320.0,327.0,nan,nan,nan,nan,nan
6,284894,6124,3385.40545129776,490000,180,18375,85.64304134066298,3.2116140502748616,3.0,3.0,2848.94,1865.5382,2336.0,689.0,7976.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.502444,0.5907316,4.4515843,2.7223332,5.9272113,0.050611388,0.013068358,0.04748732,0.030294234,0.09333327,4.5165367,0.5168145,4.4136558,3.3362591,5.912677,-0.014092473,0.22656016,-0.0018166151,-0.9322119,0.43072358,0.19359292,0.58679813,0.005127696,-0.15829447,3.0785694,0.01828081,0.24046923,0.0017729532,-0.43257302,1.0144318,0.17744546,0.3860667,0.014329483,0.00022354315,2.1111321,-0.0021333406,6.243374e-05,-0.0021222136,-0.002289483,-0.0020192366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1513402,2.8597705,0.96997005,0.053399026,14.333444,2.1333406,0.06243374,2.1222136,2.0192366,2.289483,8.464473,0.535389,8.350827,7.532939,9.871962,nan,nan,nan,nan,nan,331.136,2.4407997,332.0,327.0,335.0,nan,nan,nan,nan,nan
5,275638,6249,3502.8887343406677,500000,185,18750,85.11849295484669,3.191943485806751,3.0,3.0,2756.38,1772.1648,2347.0,689.0,7976.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.4477154e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.501378,0.5096687,4.4847865,2.6145635,5.5362873,0.049693473,0.011679134,0.047350217,0.030652946,0.08978139,4.5385876,0.4057192,4.49859,3.4712029,5.496852,-0.037209533,0.21958503,-0.004645801,-1.1168531,0.48767462,0.24282731,0.73746485,0.012190403,-0.19400303,4.8082757,0.047228567,0.25125545,0.0046304003,-0.49016705,1.3182789,0.19765805,0.50885963,0.0072218874,0.00024420334,3.4919918,-0.002059311,7.03016e-05,-0.0020542366,-0.0022042098,-0.001932804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.9864472,3.1942158,0.74822515,0.071004964,21.675358,2.059311,0.0703016,2.0542364,1.9328039,2.2042098,7.8686347,0.55476564,7.8098373,6.9223413,9.063874,nan,nan,nan,nan,nan,338.656,2.1094227,339.0,335.0,343.0,nan,nan,nan,nan,nan
3,278107,6374,3620.685438156128,510000,188,19125,84.89201884346404,3.1834507066299014,3.0,3.0,2781.07,1753.3602,2347.0,694.0,7976.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.00187981,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.1557455,0.37229568,4.1908226,2.4285736,4.977531,0.04583183,0.010436759,0.04314695,0.030134503,0.08431029,4.1875887,0.30830368,4.1980624,3.0117803,4.8767877,-0.031843033,0.17627749,-0.007530513,-0.6905802,0.32726312,0.14471292,0.4793614,0.011102299,-0.14770636,2.824204,0.03659453,0.19398841,0.007685817,-0.32774615,0.96149236,0.110255964,0.30480194,0.0044425717,0.00014320393,1.8729645,-0.002137554,5.1582087e-05,-0.0021237216,-0.002259013,-0.002058621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4801989,2.4448347,0.56767595,0.026768042,14.062765,2.137554,0.051582083,2.1237216,2.058621,2.259013,8.491572,0.44554916,8.362202,7.843825,9.573746,nan,nan,nan,nan,nan,345.84,1.7453939,346.0,343.0,349.0,nan,nan,nan,nan,nan
3,280729,6499,3736.7579202651978,520000,191,19500,86.15306417418816,3.2307399065320563,3.0,3.0,2807.29,1741.9225,2358.5,694.0,7976.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,3.9739661,0.29128462,4.0011687,2.862002,4.3781805,0.043302387,0.01039081,0.04094038,0.030542966,0.08523786,3.9742808,0.27578792,3.9964077,2.9850984,4.3957267,-0.00031512667,0.1114195,-0.015982717,-0.5072522,0.3105212,0.050866686,0.2460011,0.017241996,-0.20403418,1.3180956,0.0031842752,0.1203999,0.015873838,-0.31267327,0.56828564,0.050019085,0.14935572,0.0047262413,0.00014513984,0.7581853,-0.0023366746,7.587436e-05,-0.0023631367,-0.0024343412,-0.0021923396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9889637,1.3705007,0.50473034,0.044982653,12.199475,2.3366747,0.075874366,2.3631365,2.1923394,2.4343412,10.378143,0.77889353,10.626136,8.961401,11.408312,nan,nan,nan,nan,nan,351.144,1.6478059,351.0,349.0,354.0,nan,nan,nan,nan,nan
2,287413,6624,3854.7910492420197,530000,193,19875,84.72197667456308,3.1770741252961154,3.0,3.0,2874.13,1744.5508,2393.5,694.0,7976.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.4477154e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.0169206,0.30618578,4.079894,2.9829772,4.7156615,0.04357282,0.009810717,0.042627186,0.030382862,0.0680335,4.024993,0.2730039,4.0726595,3.3099167,4.7160106,-0.008072607,0.14421105,-0.0054449723,-0.7127896,0.2748906,0.07672491,0.3458034,0.015023796,-0.17021652,2.2784903,0.010782618,0.15274768,0.0054191398,-0.2773419,0.7748505,0.06796635,0.2127685,0.0036766299,0.00020073839,1.5084271,-0.0020240592,0.00028051026,-0.0020402307,-0.0023996949,-0.0015622807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2516519,2.2605064,0.586901,0.040513307,31.442614,2.0240593,0.28051025,2.0402305,1.5622807,2.3996947,7.8672338,2.1338253,7.6925325,4.7715573,11.020489,nan,nan,nan,nan,nan,356.32,1.5157837,356.0,354.0,359.0,nan,nan,nan,nan,nan
4,299492,6749,3979.3832745552063,540000,197,20250,80.26182994053656,3.009818622770121,3.0,3.0,2994.92,1763.0029,2532.5,694.0,7976.0,0.06,0.34117442,0.0,0.0,2.0,0.06,0.34117442,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.4477154e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.26362,0.315117,4.3492837,3.2270794,4.635242,0.0459099,0.009989219,0.044120483,0.031537227,0.07365371,4.276145,0.2860033,4.3576317,3.2816398,4.665468,-0.012525107,0.117933355,-0.009671925,-0.58217776,0.20923594,0.08638257,0.30759043,0.012829274,-0.15440406,1.4411396,0.015241848,0.12688777,0.00960845,-0.21141522,0.6243406,0.073149405,0.2067337,0.0039856844,0.00024495448,0.9127455,-0.0020086805,0.00028984874,-0.0022018661,-0.002361568,-0.001553121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0415063,1.3926947,0.6457901,0.052994724,8.394396,2.0086803,0.28984874,2.201866,1.553121,2.3615677,7.762209,2.1151314,9.041927,4.728426,10.607779,nan,nan,nan,nan,nan,362.352,1.8515118,363.0,359.0,365.0,nan,nan,nan,nan,nan
5,291487,6874,4104.186513662338,550000,202,20625,80.12612550396975,3.0047297063988654,3.0,3.0,2914.87,1748.213,2393.5,694.0,7976.0,0.06,0.3411744,0.0,0.0,2.0,0.06,0.3411744,0.0,0.0,2.0,0.000192037,0.00187981,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.1639533,0.46485424,4.1420074,2.435773,4.964019,0.048181925,0.012272138,0.046937604,0.030189523,0.08812145,4.183752,0.39618203,4.135145,2.7130978,4.9456663,-0.019798867,0.18880789,0.01249863,-0.9357047,0.36684445,0.16679744,0.50551784,0.0024336549,-0.23637047,2.907211,0.025672559,0.20448911,-0.012498634,-0.3740031,1.1046127,0.1434545,0.32749432,0.00882088,0.00033523844,1.8048928,-0.0023296252,5.3316104e-05,-0.002330479,-0.002409063,-0.0022517203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.9354398,3.1086044,0.7434498,0.086245336,35.32901,2.3296251,0.053316098,2.330479,2.2517202,2.4090629,10.294749,0.5451688,10.294484,9.50649,11.124094,nan,nan,nan,nan,nan,368.488,1.966178,368.0,365.0,373.0,nan,nan,nan,nan,nan
3,283913,6999,4237.409775495529,560000,205,21000,75.06196637431846,2.814823739036942,3.0,3.0,2839.13,1738.3137,2338.0,694.0,7976.0,0.06,0.3411744,0.0,0.0,2.0,0.06,0.3411744,0.0,0.0,2.0,0.000192037,0.0018798101,0.0,0.0,0.018893482,3.4477154e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,4.7340574,0.48567683,4.7405825,2.5743566,5.507697,0.05282727,0.013184676,0.050176155,0.03234774,0.094012484,4.7552614,0.39421657,4.763007,2.8126416,5.342536,-0.021202784,0.21812119,-0.009505924,-1.2916344,0.42997843,0.20867647,0.67195404,0.015133159,-0.21627676,4.545198,0.028391998,0.23856117,0.009279169,-0.43110657,1.500802,0.18250504,0.46489468,0.008074322,0.00031231536,3.0515602,-0.0022205787,7.128346e-05,-0.002206363,-0.0023591344,-0.0021057373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0395803,2.9409685,0.87244165,0.07413639,20.98575,2.2205787,0.07128345,2.206363,2.1057372,2.3591342,9.246109,0.6671578,9.09865,8.217537,10.581793,nan,nan,nan,nan,nan,377.04,2.6695318,377.0,373.0,381.0,nan,nan,nan,nan,nan
3,277734,7124,4359.2897210121155,570000,208,21375,82.04795266042458,3.0767982247659216,3.0,3.0,2777.34,1712.9641,2329.5,694.0,7976.0,0.06,0.3411744,0.0,0.0,2.0,0.06,0.3411744,0.0,0.0,2.0,0.000192037,0.00187981,0.0,0.0,0.018893482,3.447715e-05,0.00021651025,0.0,0.0,0.0018621974,9.0,51.176167,0.0,0.0,300.0,3.8787885,0.2787053,3.9404347,3.0326045,4.2956543,0.041966997,0.009292458,0.03918711,0.027514633,0.078510486,3.8907783,0.24772346,3.9120917,2.91111,4.3816214,-0.011990052,0.13141316,-0.008226927,-0.58104855,0.27752823,0.07185092,0.28348655,0.01232324,-0.19461739,1.4020286,0.013384402,0.13628513,0.008170311,-0.2782155,0.58104855,0.060469594,0.16836536,0.0045669996,8.9116016e-05,0.83382607,-0.0020030795,0.00013682838,-0.0019638885,-0.0023526037,-0.0017777351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.03119,1.5740808,0.48362803,0.025304977,8.317463,2.0030797,0.13682838,1.9638885,1.777735,2.3526037,7.484323,1.0658116,7.1313868,5.9165215,10.512914,nan,nan,nan,nan,nan,383.632,1.2994523,384.0,381.0,386.0,nan,nan,nan,nan,nan
5,271432,7249,4488.227925777435,580000,213,21750,77.55653196972132,2.908369948864549,3.0,3.0,2714.32,1599.44,2329.5,694.0,7204.0,0.04,0.28,0.0,0.0,2.0,0.04,0.28,0.0,0.0,2.0,3.102177e-06,3.0298906e-05,0.0,0.0,0.00030451975,2.4526906e-05,0.0001938119,0.0,0.0,0.0018621974,6.0,42.0,0.0,0.0,300.0,4.0871277,0.35132182,4.1381283,2.5394142,4.5542045,0.04506168,0.010462984,0.04207012,0.030990843,0.08040078,4.114426,0.28816116,4.13758,3.0267556,4.565604,-0.027299196,0.17222065,-0.018701386,-0.82131195,0.3051561,0.1363457,0.43957633,0.021290591,-0.24209741,2.8067148,0.031446077,0.18769649,0.018701386,-0.30515617,1.0483209,0.10703851,0.2724897,0.00484196,0.00014397447,1.7605239,-0.00213888,4.6840985e-05,-0.0021301152,-0.002271308,-0.0020241705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.625212,3.0752852,0.5754393,0.04445459,30.661442,2.13888,0.046840984,2.130115,2.0241704,2.271308,8.5195,0.40511248,8.42856,7.5698814,9.69258,nan,nan,nan,nan,nan,388.848,1.7438165,389.0,386.0,392.0,nan,nan,nan,nan,nan
3,267824,7374,4616.362663984299,590000,216,22125,78.04284880073497,2.926606830027562,3.0,3.0,2678.24,1558.8372,2329.5,694.0,7204.0,0.04,0.28,0.0,0.0,2.0,0.04,0.28,0.0,0.0,2.0,3.102177e-06,3.0298905e-05,0.0,0.0,0.00030451975,2.4526906e-05,0.0001938119,0.0,0.0,0.0018621974,6.0,42.0,0.0,0.0,300.0,3.9384058,0.31334406,3.9670494,2.7203176,4.375001,0.043489847,0.010808275,0.040732052,0.029224318,0.088339046,3.9493306,0.2754361,3.9686131,2.758384,4.4034824,-0.010924906,0.1470809,-0.013176826,-0.9814086,0.24934573,0.07800587,0.35245132,0.014857001,-0.20443365,2.7455733,0.014042928,0.15989417,0.013163388,-0.2500822,1.0976714,0.06596918,0.21336044,0.0035928942,0.0002697906,1.6499276,-0.0020062309,9.083298e-05,-0.0020080605,-0.0021918793,-0.0018015364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.135475,1.9081256,0.5060884,0.039163817,15.407129,2.0062308,0.09083298,2.0080605,1.8015363,2.1918793,7.466793,0.68138546,7.4494057,6.0594816,8.952141,nan,nan,nan,nan,nan,394.552,1.5872291,394.0,392.0,397.0,nan,nan,nan,nan,nan
3,262815,7499,4751.231543779373,600000,219,22500,74.14608926235931,2.7804783473384744,3.0,3.0,2628.15,1497.2964,2306.5,694.0,7204.0,0.04,0.28,0.0,0.0,2.0,0.04,0.28,0.0,0.0,2.0,3.102177e-06,3.0298905e-05,0.0,0.0,0.00030451975,2.4526906e-05,0.0001938119,0.0,0.0,0.0018621974,6.0,42.0,0.0,0.0,300.0,4.0134625,0.3360256,4.059573,3.0201275,4.6752243,0.04525902,0.011898354,0.042431016,0.029943457,0.089259855,4.0157456,0.30345044,4.0582376,2.958505,4.495959,-0.0022828605,0.14368239,-0.00697698,-0.5433341,0.37847552,0.08866406,0.3176634,0.011860279,-0.22580197,1.5244504,0.0048565418,0.15292527,0.006976978,-0.38048112,0.5827103,0.086053975,0.20259225,0.004008158,0.0002537743,0.9598816,-0.002246454,9.03582e-05,-0.0022777212,-0.002353519,-0.0020105753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4427438,2.3478425,0.62781596,0.026415782,28.268024,2.2464538,0.09035818,2.2777212,2.010575,2.353519,9.493384,0.8060896,9.756894,7.4676123,10.52659,nan,nan,nan,nan,nan,400.128,1.6827406,400.0,397.0,403.0,nan,nan,nan,nan,nan
